Produktnr.;Produktnavn;Varegruppe;Varegruppenavn;Original_nummer;i_nettbutikk
18-153050;"Drivaksel til Volvo, Bak, Venstre & Høyre";1010;Drivaksel;"31325816, 31437939, 36010091, 36011787, 50749527,";ja
18-153060;"Drivaksel til Volvo, Bak, Venstre & Høyre";1010;Drivaksel;"8601891, 8602652, 8602868, 8603682, P30713276, P8667301, TO20711,";ja
18-155010;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36010569, 3233923,";ja
18-155020;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36012769, 3143745,";ja
18-155030;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"36010569, 3233923,";ja
18-155040;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"32240101, 32336186, 32339043, 36012940,";ja
18-155050;"Drivaksel til Volvo, Foran, Venstre";1010;Drivaksel;"31460278, 32339046, 36010435, 36012941,";ja
18-155060;"Drivaksel til Volvo, Bak, Venstre";1010;Drivaksel;"36011497, 313672,";ja
18-156010;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36011797, 31437456, 32336209, 32349297, 32336208,";ja
18-156020;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"36012773, 31437458, 32240321, 36012825,";ja
18-156030;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"32339204, 36011798, 32349295, 32336201,";ja
18-156040;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"32240102, 32336188, 32339044, 36012942,";ja
18-156050;"Drivaksel til Volvo, Foran, Høyre";1010;Drivaksel;"31437474, 32339045, 36010436, 36012944,";ja
18-156060;"Drivaksel til Volvo, Bak, Høyre";1010;Drivaksel;"36011498, 32249814, 31437355,";ja
18-161050;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.5L, 3272.Y6, 3272.Y7, 3272.Y8, 32720N, 32725L, 32726Y, 3272Y6, 3272Y7, 3272Y8, 9619947588, 9622264480, 9623026480, 9802747280, 3272.7L, 3272.9G, 9619947588, 9619947688, 9623026480, 9802747280,";ja
18-161051;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"000032721F, 3272.6L, 3272.Z2, 3272.Z3, 32726F, 32727F, 32728F, 32728L, 3272Z2, 72728L, 9626445580, 9626445680, 9632119080, 9632119180, 3272.7F, 3272.8F, 3272.Z2, 3272.Z4, 32726F, 32726L, 72728L,";ja
18-161052;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"9642599980, 9642601980, 9802747480, 3272.FE, 3272.FF,";ja
18-161060;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.0H, 3272.0J, 3272.2C, 3272.A8, 3272.A9, 3272.C0, 3272.C1, 3272.C3, 3272.E9, 3272.F0, 3272.F7, 3272.G3, 3272.Z7, 3272000000000, 32720J, 32722N, 3272A8, 3272C0, 3272C1, 3272Y2, 327317, 327318, 3274.82, 3274.83, 327482, 95602238, 95606796, 95624470, 95648544, 96048974, 96171858, 96177248, 9623687280, 9624444980, 9624445080, 3270000000000, 3272.9L, 3272.Y2, 3272A9, 3272C3, 3272F0, 3272F7, 3272FQ, 3272G3, 3273.18, 327317, 3274.82, 3274.83, 327483, 95602338, 95619479, 96009409, 96167303, 96171856, 96173635, 96177248, 9632118480, 9632118580,";ja
18-161061;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272-Y3, 3272.6W, 3272.A4, 3272.A6, 3272.Y4, 32721N, 32727W, 32728R, 32729R, 3272A4, 3272A6, 3272K5, 3272Y4, 3272Z4, 3273.K2, 96031844, 96091415, 96167303, 96171637, 96171874, 96173637, 96176303, 9623687180, 9640156380, 3272.1N, 3272.8R, 3272.9R, 3272.Y3, 3272.Y4, 3272.Y5, 3272Y3, 3273.K2, 96031844, 96167303, 96171637, 96171874, 96173637, 96176303,";ja
18-161062;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;;ja
18-161070;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.54, 3272.8J, 32723J, 327250, 327254, 32728J, 3272W5, 96601868, 3272.3J, 3272.50, 3272.54, 3272.W5, 3272W5, 95601868, 95624994, 95648547, 96033355, 96042941, P059.2T,";ja
18-161080;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.51, 3272.W8, 32721K, 327251, 327255, 3272V2, 3272W8, 95666908, 95666940, 9566694077, 9566694087, 96048666, 96095217, 96666908, 3272.1K, 3272.4J, 3272.51, 3272.9J, 3272.X6, 32721K, 32724J, 327255, 32729J, 3272X6, 3272X8, P0594T,";ja
18-161081;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.1K, 3272.55, 3272.9J, 3272.X9, 327256, 32725J, 32725V2, 32730Ll, 95666908, 3272.X7, 3272X9,";ja
18-161090;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"32727K, 3272J5, 3272J6, 96214541, 1491237080, 1491239080, 1495541080, 3272J1, 71784649,";ja
18-161091;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"1463107080, 3272.7K, 3272.CK, 3272.J1, 3272.J5, 32727K, 3272CK, 3272CL, 3272J1, 3272J5, 3272J6, 1463107080, 1463107080, 3272.CL, 3272.J6,";ja
18-161100;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272L9, 3272M0, 9619947380, 9619947588, 3272.P5,";ja
18-161101;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272.L9, 3272.M0, 3272.P5, 32721L, 3272AS, 3272AT, 3272L1, 3272M0, 3272P5, 1485686080, 1485686080, 3272.1L, 3272.L1, 3272.L9, 3272.M0, 3272AS, 3272AT, 9619947380,";ja
18-161110;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272.6K, 32726K, 3272J3, 3272J4, 1463105080, 3272J0, 3272.CJ, 3272J0,";ja
18-161111;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272.J0, 3272.J3, 3272.J4, 3272CH, 3272CHJ, 1463105080, 1473299080, 1491235080, 1495537080, 3272.CH, 3272J0, 71720919, 71721371, 71783034, 71783035, 71784343, 71784643, 1463105080, 3272.CJ, 3272J0,";ja
18-161120;"Drivaksel til Fiat, Citroen, Foran, Venstre";1010;Drivaksel;"1481452080, 32721E, 1485694080, 3272.AY, 3272.JE, 3272.JF, 3272.SQ,";ja
18-161121;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272.9C, 3272.K7, 32724L, 9617408180, 9626083780, 32721E, 1481450080, 3272.9C, 3272.1E, 3272.4L, 32722L, 3272K8, 3272L0, 7120925, 9626083980,";ja
18-161130;"Drivaksel til Citroen, Fiat, Lancia, Foran, Venstre";1010;Drivaksel;"3272.K8, 3272.K7, 9617408188, 32722L, 9617408180, 9626083780, 9626083980,";ja
18-161131;"Drivaksel til Citroen, Fiat, Lancia, Peugeot, Foran, Venstre";1010;Drivaksel;"3272.2L, 3272.K8, 3272.L0, 3272.V0, 3272.V7, 3272K7, 3272V0, 3272V7, 9626083988, 3272.V7, 32722L,";ja
18-161140;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.EP, 3272.FW, 3272.FX, 3272.HP, 3272.HQ, 3272EE, 3272EN, 3272EP, 3272FW, 3272FX, 3272HP, 3272HQ, 9640127580, 9640127880, 9647106980, 3272.HP, 3272.HQ, 3272HQ, 9640127580, 9640127880,";ja
18-161150;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.ES, 3272.ET, 3272.HP, 3272.HQ, 3272.HW, 3272.HX, 3272.HY, 3272.HZ, 3272.JA, 3272.JC, 3272.RH, 3272.SC, 3272.SG, 3272.SH, 32727S, 3272ES, 3272ET, 3272HX, 3272HZ, 3272JA, 3272JC, 9638226480, 9646326780, 9646327980, 9650624280, 9652371980, 9652372280, 9684256180, 3272.HP, 3272.HQ, 3272.HW, 3272.HY, 3272.PL, 3272HW, 3272PL,";ja
18-161160;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.EX, 3272.EY, 3272.NR, 3272.PR, 3272EX, 3272EY, 3272NR, 3272NS, 3272PR, 3272PS, 9641777180, 9647107780, 9680667780, 3272.NS, 3272.PS, 3272NR, 3272NS, 3272PR, 3272PS, 9680667780,";ja
18-161170;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"32721Q, 32729P, 3272IQ, 9635484280, 9638276480, 3272.1Q, 3272.9P,";ja
18-161171;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.2Q, 3272.5J, 3272.V2, 32722Q, 32723Q, 3272Q, 3273Q, 3272.3Q, 3272.5J, 3272.V2, 32722Q, 32723Q,";ja
18-161181;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"1478551080, 1491243080, 1495545080, 1611568180, 3272.CN, 3272.J7, 3272.J8, 3272.V3, 3272.V4, 3272.V5, 32729K, 3272CN, 3272CP, 3272J2, 3272J7, 3272J8, 3272NF, 3272V3, 3272V4, 3272V5, 51872271, 1496136080, 3272.CP, 71720923, 71721373, 71753965, 71794733, 00003272TY, 1478551080, 1611568180, 3272.8K, 3272.9K, 3272.CP, 3272.J2, 3272.J7, 3272.J8, 3272.NF, 3272.TY, 3272.V4, 3272.V5, 3272TY,";ja
18-161190;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.2V, 3272.3V, 3272.8T, 3272.9T, 3272.EJ, 32722V, 32728T, 32729T, 3272EJ,";ja
18-161200;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"000032726J, 32726J, 3272R9, 3272T8, 3272.R9, 3272.T8, 3272.X6, 3272.X8,";ja
18-161201;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"000032727J, 00003272X3, 24969905, 3272.G1, 32727J, 3272G1, 3272T9, 3272X3, 3272X4, 3272X7, 3272.7J, 3272.T9, 3272.X3, 3272.X4, 3272AX, 3272G1, 3272X9,";ja
18-161210;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.5Q, 32724Q, 32725Q, 3272.4Q,";ja
18-161211;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"32721E, 32728Q, 32729Q, 32721E, 32721E, 3272.8Q, 3272.9Q, 32728Q, 32729Q,";ja
18-161220;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.18, 3272.7G, 3272.R7, 3272.R8, 3272.V1, 327218, 32722Z, 95669-13, 95669013, 96072988, 3272.3R, 327218, 3272R7, 3272R8, 3272V1,";ja
18-161230;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272.48, 327248, 327285, 3272F9, 71720968, 71783072, 95555116, 95606803, 9607411180, 32727N, 71720968, 9559529280, 95555116, 96074114, 9617303280, 96184031, 3272.7N, 3272.85, 3272.F9, 327248, 3274.77, 71783071, 9559529280,";ja
18-161240;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;;ja
18-161241;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.1S, 3272.2S, 3272.7S, 3272.7W, 3272.8S, 3272.FP, 3272.FQ, 3272.Z7, 3272.Z8, 32720H, 32721S, 32727S, 32728S, 32729L, 3272A5, 3272A7, 3272FQ, 3272Z7, 3272Z8, 96085457, 96171871, 9643517980, 3272.7S, 3272.A5, 3272.A7, 32720H, 32721S, 32722S, 9623687280, 9643517980,";ja
18-161242;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.FG, 3272.FH, 3272.FL, 3272.FN, 3272.KL, 3272.KN, 3272.LP, 3272.LQ, 3272FG, 3272FH, 3272FL, 3272LP, 9642426680, 3272.FN, 3272.KL, 3272.LP, 3272.LQ, 3272LQ, 9642600180,";ja
18-161251;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.1F, 3272.2Z, 3272.5W, 3272.6L, 32721F, 3272L6, 95640036, 95655262, 3272.6F, 3272.8L, 32721F, 9632118880,";ja
18-161260;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.EQ, 3272.FR, 3272.FS, 3272.HS, 3272.RT, 3272.SG, 3272.SH, 3272FR, 3272FS, 3272HR, 3272HS, 3272RH, 3272RT, 9638016980, 9638017680, 9642756380, 9642756580, 9647107180, 9647107780, Q0003234V006000000, Q0003234V007000000, Q0003234V009000000, Q0003234V010000000, 3272HS, 3272.ER, 3272.HR, 3272.PV, 3272.PW, 3272.SG, 3272.SH, 3272EQ, 3272ER, 9803027580,";ja
18-161270;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"1608505480, 1608506380, 1608505480, 1608506380, 3272.PA, 3272.PC, 3272.PG, 3272.PH, 46308369, 1349788080, 1349789080, 1361514080, 1369961080, 1608505480, 3272PH, 46308371, 46308484, 71790991, 71790994, 1608505480, 1608506380, 1608505480, 1608506380, 3272PH, 3273PH,";ja
18-161280;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272PF, 3272SS, 1355334080, 1357488080, 1369962080, 369962080, 71724585, 71790988, 71791064, 71793299,";ja
18-161310;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"327277, 3272AA, 3272AC, 3272H7, 3272T3, 3272.77, 3272.AA, 3272.AC,";ja
18-161311;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.AE, 3272.AF, 3272.H6, 3272.H9, 3272H6,";ja
18-161312;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272AF, 9636798680, 3272AE, 3272AF, 9636798680, 9636798880,";ja
18-161321;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32721H, 32723G, 3272K1, 3272K5, 3272.1H, 3272.3G, 3272.7C, 3272.K1, 3272.L4, 3272.W0, 3272.W2, 32721H, 32723G, 3272W2,";ja
18-161351;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.S2, 3272.S3, 3272.S6, 3272S2,";ja
18-161352;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.KP, 3272.KQ, 3272.Q5, 3272.Q6, 32729N, 3272Q5, 3272.1P, 3272.2P, 3272.8N, 3272.9N, 3272.KP, 32721P, 32722P, 32728N,";ja
18-161360;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"32728W, 32729W, 3272LV, 3272.8W, 3272.9W, 3272.LV, 32728W, 32729W, 3272LV,";ja
18-161380;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272Y0, 3272Y1,";ja
18-161381;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272AP, 9630768280, 3272.AP, 3272.AQ, 3272.Y0, 3272.Y1, 3272AP, 3272AQ,";ja
18-161390;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32727G, 3272CR, 9630767080, 9638753080, 9638753480, 3272.6E, 3272.7E, 3272.7H, 3272.8H, 3272.CQ, 3272.CR, 3272.H7, 3272.T3, 32726E, 32727E, 32727G, 3272CQ, 9630767180, 9638753480,";ja
18-161391;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32723C, 32724C, 3272.3C, 3272.3L, 3272.4C, 3272.CS, 3272.CT, 3272.XJ, 3272.XK, 32723C, 3272CQ, 9670634880,";ja
18-161401;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272FA, 3272YE, 3272Z0, 9643054380, 3272.AH, 3272.AJ, 3272.EZ, 3272.FA, 3272.Y9, 3272.YE, 3272.Z0, 3272EZ, 3272YE, 3272Z0,";ja
18-161411;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272S3, 3272S6, 3272.S5, 3272.S7, 3272.S8, 3272S3, 3272S6,";ja
18-161412;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32725P, 32726P, 3272.5P, 3272.6P, 32725P, 32726P, 9806676680,";ja
18-161420;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.8E, 3272.9E, 32728E, 32729E,";ja
18-161421;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32725C, 32726C, 3272.5C, 3272.6C, 3272.ZW, 32725C, 32726C, 3272ZW, 9630767880, 9675863680,";ja
18-161431;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;3272AJ,;ja
18-161440;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272T2, 3272.1R, 3272.2J, 3272.4R, 3272.5R, 3272.75, 3272.H8, 3272.T2, 32721R, 32722J, 32724R, 327275, 3272H8,";ja
18-161450;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.11, 327209, 327210, 327282, 3272F5, 9623687580, 3272.09, 3272.0C, 3272.0E, 3272.1, 3272.12, 3272.82, 3272.E2, 3272.E3, 3272.E7, 3272.F5, 3272.H3, 32720000000, 327210, 327211, 327212, 327282, 3272H3, 9623687580, 9626446080, P060.T4,";ja
18-161451;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.E5, 32720C, 3272C2, 3272E3, 3272.C2, 3272.C9,";ja
18-161452;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;327232;ja
18-161453;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272C7, 3272F4, 3272H4,";ja
18-161460;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.00, 3272.20, 3272.4K, 3272.5K, 3272.76, 3272.K2, 3272.R5, 327200, 327221, 32724K, 3272F2, 3272JT, 3272JV, 3272R5, 3272R6, 327348, 327349, 95591073, 955910737, 95619481, 95654730, 9653795680, 9654773480, P054.T2, 3272.4K, 3272.F2, 3272.JT, 3272.JV, 3272.R6, 327200, 327215, 327219, 327220, 327221, 32725K, 327276, 3272K2, 327348, 327349, 327366, 327367, 9622264080,";ja
18-161470;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"327216, 3272.15, 3272.19,";ja
18-161480;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.3K, 327216, 3272R3, 95644403, 96021730, P0596T, 3272.16, 3272.R3, 32723K, 3272R3,";ja
18-161490;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"327201, 327202, 327204, 327291, 327293, 327329, 327330, 327354, 3272.01, 3272.02, 3272.04, 3272.22, 3272.91, 3272.93, 327201, 327202, 327222, 327293, 3273.29, 3273.30, 3273.54, 327330, 327355, P057.T0,";ja
18-161500;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272F8, 3272.0A, 3272.F5, 3272.F6, 3272.F8, 32720A, 3272F8,";ja
18-161501;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32700, 32720, 32720F, 32720G, 327261, 3272C9, 3272E1, 3272.0F, 3272.0G, 3272.61, 3272.E1, 32720, 32720F, 32720G,";ja
18-161502;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;3272;ja
18-161503;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;;ja
18-161510;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;;ja
18-161511;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32722H, 32727C, 3272K5, 3272L4, 3272W0, 3272.K4, 3272.K5, 3272.L4, 3272K4, 3272W2,";ja
18-161512;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.84, 327284,";ja
18-161520;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.5X, 3272.6X, 32725X, 9636786780, 32726X,";ja
18-161540;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.GN, 3272.RX, 3272.RY, 3272.SE, 3272.SF, 3272RV, 3272RW, 3272WG, 3272WH, 3272GN, 3272.GL, 3272GL, 3272GN, 3272RX, 3272RY, 3272SE, 3272SF, 9644292880, 9644292880,";ja
18-161550;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"1608032680, 9803019580, 3272.KW, 3272.KX, 3272KW, 3272KX, 9803960080, 9803019580,";ja
18-161570;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.4X, 3272.LT, 1045574, 3272.4X, 3272.LT, 32724X, 3272LT, 9637378180, 9660783380,";ja
18-161580;"Drivaksel til Citroen, Fiat, Peugeot, Toyota, Foran, Venstre";1010;Drivaksel;"3272.NP, 3272.NQ, 3272NP, 3272NQ, 1497187080, 1497187088, 1497198080, 71792564, 71792565, 3272NP, 9809154580, SU001A0967,";ja
18-161590;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.6V, 3272.EK, 3272.EL, 32724V, 32725V, 32726V, 32727V, 3272EK, 3272EL, C338AN, 3272.7V,";ja
18-161600;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.GT, 3272.GV, 3272.RZ, 3272.SA, 3272KA, 3272KC, 3272QR, 3272QS, 3272RZ, 3272SA, 9682500880, 3272GR, 3272GS, 3272YK,";ja
18-161610;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"3272.LC, 3272LA, 3272LC,";ja
18-161620;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.EV, 3272.EW, 3272EV, 3272EW, 9639475180,";ja
18-161640;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.LG, 3272.LH, 3272.TZ, 3272.VA, 3272LG, 3272LH, 3272TZ, 3272VA, 3272.VA, 3272VA, 9683944580,";ja
18-161650;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.1V, 3272.EH, 3272.RA, 3272.RC, 32721W, 3272NT, 3272NV, 3272RA, 3272RC, 9642876780, 3272.1W, 3272.NT,";ja
18-161660;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272.1V, 3272.EH, 3272.QF, 3272.QG, 3272.QY, 3272.RA, 3272.TH, 3272.TJ, 3272NW, 3272QY, 3272QZ, 9685126080, 3272.QF, 3272.QG, 3272.TH, 3272.TJ, 9685126080,";ja
18-161670;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"1608032680, 1608957780, 3272.WJ, 3272VS, 3272VV, 9801388580, 9801611180, 9803019580, 9803603080, 9803959580, 1607237280, 1608032680, 1608732680, 1608957780, 3272.VT, 3272.VV, 3272PV, 3272W, 3272WJ, 9801388580, 9801611180, 9803019580, 9803603080, 9803959580,";ja
18-161680;"Drivaksel til Citroen, Opel, Peugeot, Toyota, Vauxhall, Foran, Venstre";1010;Drivaksel;"1611142680, 96779,";ja
18-161690;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"9816308980, 1608419280, 9803966280, 9816308980,";ja
18-161700;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"1613229680, 9806459180, 1613229680, 1613732480, 3272LG, 3272LH, 3272TZ, 806459180, 9656135280, 9800387380,";ja
18-161710;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"281EXN95, 3272GW, 3272GX, 3272JP, 3272JQ, 3272QN, 3272QP, 3272SZ, 3272TA, 9647906880, 9804336480, 9644775880,";ja
18-161721;"Drivaksel til Peugeot, Foran, Venstre";1010;Drivaksel;"32724F, 32725F, 32724F, 32725F, 3272.4F, 3272.5F, 9634379280,";ja
18-161730;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"1607440280, 51896520, 51934089, 51975576,";ja
18-161740;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;9671573180;ja
18-161750;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272GP, 9640848180,";ja
18-161760;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.TC, 3272.TE, 3272.VA, 3272.ZK, 3272.ZL, 3272TC, 3272TE, 9686650380, 3272.LE, 3272.LF, 3272.TC, 3272.TE, 3272.VA, 3272.ZK, 3272.ZL, 3272LE, 3272LF, 9686650380,";ja
18-161770;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"1612690380, 3272.VP, 3272.VQ, 3272DV, 9686025580, 9801048580,";ja
18-161780;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.PZ, 3272.QA, 9661107380, 9809258480, 3272.PZ, 3272.QA, 3272PZ, 3272QA, 9661107380, 9684135380,";ja
18-161790;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"REP8NN5Z, 3272QF, 3272QG, 3272TH,";ja
18-161800;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272.QH, 3272.QJ, 3272.TK, 3272TX, 3272YY, 8NN76, 9661107580, 3272.QH, 3272.QJ, 3272.TK, 3272.TL, 3272QH, 3272QJ, 3272TK,";ja
18-161820;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"3272ZK, 3272ZL, 9683174280, 3272ZK,";ja
18-161830;"Drivaksel til Citroen, Fiat, Peugeot, Foran, Venstre";1010;Drivaksel;"3272SJ, 3272SK,";ja
18-161840;"Drivaksel til Citroen, Foran, Venstre";1010;Drivaksel;"32728V, 32729V,";ja
18-161850;"Drivaksel til Peugeot, Citroen, Foran, Venstre";1010;Drivaksel;"3272LX, 3272LY, 3272ZE, 9656329380,";ja
